long,lat,group,order,region,subregion
-114.36968,26.62391,64,16232,alaska,NA
-114.37132,26.64455,64,16231,alaska,NA
-114.37383,26.17217,67,17123,alaska,NA
-114.3747,26.68691,64,16230,alaska,NA
-114.37849,26.29257,64,16252,alaska,NA
-114.38351,26.28784,64,16250,alaska,NA
-114.38479,26.257,64,16249,alaska,NA
-114.38615,26.34188,64,16254,alaska,NA
-114.39176,26.12694,67,17120,alaska,NA
-114.39184,26.01949,67,17107,alaska,NA
-114.39228,26.58773,64,16237,alaska,NA
-114.39779,26.3298,64,16253,alaska,NA
-114.39809,26.28284,64,16251,alaska,NA
-114.40127,26.62048,64,16233,alaska,NA
-114.4045,26.45517,64,16256,alaska,NA
-114.40779,26.25097,64,16292,alaska,NA
-114.40854,26.18619,67,17122,alaska,NA
-114.41283,26.13064,67,17119,alaska,NA
-114.41451,26.23148,64,16293,alaska,NA
-114.4191,26.16711,67,17121,alaska,NA
-114.43029,26.29546,64,16291,alaska,NA
-114.43063,26.13532,67,17116,alaska,NA
-114.4314,26.09044,67,17110,alaska,NA
-114.43184,26.80237,64,16075,alaska,NA
-114.43339,26.02807,67,17109,alaska,NA
-114.43356,26.0229,67,17108,alaska,NA
-114.44188,26.30909,64,16289,alaska,NA
-114.4423,26.17714,67,17118,alaska,NA
-114.44477,26.45073,64,16257,alaska,NA
-114.45091,26.21048,64,16294,alaska,NA
-114.45467,26.42374,64,16258,alaska,NA
-114.45626,26.28923,64,16290,alaska,NA
-114.45645,26.40886,64,16255,alaska,NA
-114.45786,26.17064,67,17117,alaska,NA
-114.45886,26.44698,64,16259,alaska,NA
-114.46383,26.12779,67,17115,alaska,NA
-114.46551,26.42164,64,16264,alaska,NA
-114.46724,26.20193,64,16301,alaska,NA
-114.46737,26.24153,64,16295,alaska,NA
-114.47513,26.76828,64,16074,alaska,NA
-114.4752,26.44778,64,16263,alaska,NA
-114.48084,26.37555,64,16265,alaska,NA
-114.48221,26.45422,64,16261,alaska,NA
-114.48379,26.2275,64,16300,alaska,NA
-114.48689,26.33979,64,16288,alaska,NA
-114.48854,26.31272,64,16287,alaska,NA
-114.4947,26.2086,64,16299,alaska,NA
-114.4953,26.48341,64,16260,alaska,NA
-114.4963,26.40019,64,16267,alaska,NA
-114.49766,26.44,64,16262,alaska,NA
-114.49796,26.34529,64,16285,alaska,NA
-114.50174,26.22674,64,16297,alaska,NA
-114.50344,26.17576,64,16304,alaska,NA
-114.50945,26.24711,64,16296,alaska,NA
-114.51351,26.21942,64,16298,alaska,NA
-114.51611,26.33323,64,16283,alaska,NA
-114.51826,26.38734,64,16266,alaska,NA
-114.51888,26.1557,64,16305,alaska,NA
-114.52115,26.21089,64,16302,alaska,NA
-114.52876,26.30876,64,16286,alaska,NA
-114.53008,26.20148,64,16303,alaska,NA
-114.53122,26.18525,64,16307,alaska,NA
-114.53444,26.16619,64,16306,alaska,NA
-114.53573,26.36151,64,16284,alaska,NA
-114.53657,26.34143,64,16282,alaska,NA
-114.53678,26.37793,64,16280,alaska,NA
-114.54138,26.39506,64,16268,alaska,NA
-114.55413,26.44128,64,16269,alaska,NA
-114.55491,26.66112,64,16072,alaska,NA
-114.55948,26.39003,64,16279,alaska,NA
-114.56651,26.18357,64,16308,alaska,NA
-114.56795,26.41817,64,16270,alaska,NA
-114.57039,26.38078,64,16281,alaska,NA
-114.57271,26.41377,64,16272,alaska,NA
-114.57675,26.20615,64,16309,alaska,NA
-114.57846,26.56215,64,16070,alaska,NA
-114.5787,26.18961,64,16310,alaska,NA
-114.58083,26.55214,64,16069,alaska,NA
-114.58144,26.40508,64,16273,alaska,NA
-114.58356,26.68384,64,16073,alaska,NA
-114.59102,26.50938,64,16068,alaska,NA
-114.595,26.62863,64,16071,alaska,NA
-114.59525,26.20708,64,16311,alaska,NA
-114.60239,26.44974,64,16271,alaska,NA
-114.62287,26.1946,64,16312,alaska,NA
-114.63352,26.40579,64,16275,alaska,NA
-114.63587,26.49861,64,16067,alaska,NA
-114.64752,26.38958,64,16278,alaska,NA
-114.65746,26.39414,64,16276,alaska,NA
-114.66852,26.3556,64,16277,alaska,NA
-114.67566,26.44889,64,16274,alaska,NA
-114.71756,26.27968,64,16314,alaska,NA
-114.74395,26.36973,64,16066,alaska,NA
-114.74973,26.24786,64,16313,alaska,NA
-114.76005,26.25457,64,16315,alaska,NA
-114.7975,26.48683,64,16065,alaska,NA
-114.82701,26.30658,64,16316,alaska,NA
-114.84377,26.34474,64,16317,alaska,NA
-114.92426,26.39275,64,16318,alaska,NA
-114.96298,26.42859,64,16321,alaska,NA
-114.96803,26.39925,64,16320,alaska,NA
-114.98875,26.3934,64,16319,alaska,NA
-114.99502,26.40063,64,16322,alaska,NA
-115.04385,26.63745,64,16064,alaska,NA
-115.06895,26.68352,64,16063,alaska,NA
-115.10069,26.63702,64,16339,alaska,NA
-115.10521,26.44081,64,16324,alaska,NA
-115.12228,26.43987,64,16323,alaska,NA
-115.13288,26.46211,64,16325,alaska,NA
-115.14481,26.44618,64,16326,alaska,NA
-115.15106,26.55111,64,16337,alaska,NA
-115.15902,26.55192,64,16334,alaska,NA
-115.15967,26.5317,64,16336,alaska,NA
-115.17183,26.64538,64,16340,alaska,NA
-115.17308,26.54182,64,16335,alaska,NA
-115.17698,26.83272,64,16061,alaska,NA
-115.17809,26.62868,64,16338,alaska,NA
-115.18029,26.72916,64,16062,alaska,NA
-115.18194,26.58637,64,16333,alaska,NA
-115.18274,26.63728,64,16332,alaska,NA
-115.20629,26.57453,64,16329,alaska,NA
-115.21885,26.53368,64,16328,alaska,NA
-115.23035,26.67742,64,16331,alaska,NA
-115.24064,26.70083,64,16341,alaska,NA
-115.2475,26.65953,64,16342,alaska,NA
-115.24863,26.63445,64,16330,alaska,NA
-115.26538,26.4934,64,16327,alaska,NA
-115.28648,26.60198,64,16343,alaska,NA
-115.29375,26.80218,64,16060,alaska,NA
-115.3413,26.73227,64,16059,alaska,NA
-115.38917,26.53106,64,16344,alaska,NA
-115.44138,26.75853,64,16058,alaska,NA
-115.44898,26.72284,64,16057,alaska,NA
-115.51367,26.54601,64,16345,alaska,NA
-115.54669,26.73582,64,16056,alaska,NA
-115.54673,26.73583,64,16055,alaska,NA
-115.57609,26.60127,64,16347,alaska,NA
-115.58635,26.63611,64,16348,alaska,NA
-115.60378,26.61414,64,16351,alaska,NA
-115.60689,26.55791,64,16346,alaska,NA
-115.61239,26.65699,64,16349,alaska,NA
-115.62778,26.6454,64,16350,alaska,NA
-115.65093,27.33261,64,16054,alaska,NA
-115.66381,26.57441,64,16352,alaska,NA
-115.86903,26.59699,64,16353,alaska,NA
-115.89063,28.81526,64,16053,alaska,NA
-116.03235,29.78688,64,16052,alaska,NA
-116.0909,26.51168,64,16354,alaska,NA
-116.09442,30.24242,64,16050,alaska,NA
-116.09442,30.2424,64,16051,alaska,NA
-116.11598,26.52789,64,16356,alaska,NA
-116.12694,30.24807,64,16048,alaska,NA
-116.13073,30.23277,64,16047,alaska,NA
-116.13995,30.25287,64,16049,alaska,NA
-116.14385,26.51904,64,16355,alaska,NA
-116.14932,30.23199,64,16046,alaska,NA
-116.16061,26.58267,64,16358,alaska,NA
-116.16992,26.55881,64,16357,alaska,NA
-116.20432,30.27392,64,16045,alaska,NA
-116.23496,26.56396,64,16359,alaska,NA
-116.26366,26.59501,64,16360,alaska,NA
-116.26773,26.76448,64,16366,alaska,NA
-116.28373,30.28841,64,16044,alaska,NA
-116.29051,26.65866,64,16362,alaska,NA
-116.29091,26.67467,64,16363,alaska,NA
-116.29414,26.74006,64,16365,alaska,NA
-116.29426,26.74637,64,16367,alaska,NA
-116.30287,26.71158,64,16368,alaska,NA
-116.30871,26.66608,64,16364,alaska,NA
-116.31094,26.59704,64,16361,alaska,NA
-116.3357,30.33952,64,16043,alaska,NA
-116.36969,26.61417,64,16369,alaska,NA
-116.39338,26.60414,64,16370,alaska,NA
-116.43568,30.33819,64,16041,alaska,NA
-116.43643,30.36736,64,16042,alaska,NA
-116.44562,30.36233,64,16040,alaska,NA
-116.45731,26.63947,64,16371,alaska,NA
-116.46067,26.71833,64,16373,alaska,NA
-116.49442,26.70797,64,16375,alaska,NA
-116.50426,26.72166,64,16377,alaska,NA
-116.50503,30.34998,64,16039,alaska,NA
-116.50595,26.6921,64,16374,alaska,NA
-116.50699,26.70327,64,16376,alaska,NA
-116.51275,26.63174,64,16372,alaska,NA
-116.51924,26.72331,64,16379,alaska,NA
-116.52874,26.692,64,16378,alaska,NA
-116.53819,30.32461,64,16037,alaska,NA
-116.53871,26.73491,64,16381,alaska,NA
-116.53998,26.59868,90,17652,alaska,NA
-116.53998,26.59868,90,17658,alaska,NA
-116.54263,30.30022,64,16036,alaska,NA
-116.54497,30.33621,64,16038,alaska,NA
-116.54557,26.7554,64,16382,alaska,NA
-116.55141,30.32963,64,16035,alaska,NA
-116.55638,26.76771,64,16388,alaska,NA
-116.58006,26.68842,64,16380,alaska,NA
-116.5857,26.78637,64,16389,alaska,NA
-116.58582,26.72029,64,16383,alaska,NA
-116.59474,26.73901,64,16384,alaska,NA
-116.59555,26.85981,64,16399,alaska,NA
-116.60816,26.87565,64,16400,alaska,NA
-116.6082,26.75528,64,16390,alaska,NA
-116.61438,26.57864,90,17655,alaska,NA
-116.62627,26.69777,64,16385,alaska,NA
-116.63192,26.52604,90,17653,alaska,NA
-116.63713,26.62022,90,17657,alaska,NA
-116.64845,26.54313,90,17654,alaska,NA
-116.65412,26.83188,64,16397,alaska,NA
-116.65468,26.79442,64,16394,alaska,NA
-116.65807,26.74828,64,16391,alaska,NA
-116.65873,26.77017,64,16392,alaska,NA
-116.65927,26.70156,64,16386,alaska,NA
-116.66079,26.57524,90,17656,alaska,NA
-116.66214,26.86863,64,16401,alaska,NA
-116.66734,26.71812,64,16387,alaska,NA
-116.66867,30.27683,64,16034,alaska,NA
-116.67088,26.84313,64,16398,alaska,NA
-116.67303,26.83025,64,16396,alaska,NA
-116.67875,26.8059,64,16395,alaska,NA
-116.68774,26.79481,64,16393,alaska,NA
-116.69895,26.53596,81,17550,alaska,NA
-116.69895,26.53596,81,17565,alaska,NA
-116.7148,26.55569,81,17563,alaska,NA
-116.72721,26.78604,64,16402,alaska,NA
-116.72957,26.52598,81,17564,alaska,NA
-116.7337,26.80967,64,16404,alaska,NA
-116.74066,26.78939,64,16403,alaska,NA
-116.74706,26.51392,81,17561,alaska,NA
-116.75097,26.55526,81,17562,alaska,NA
-116.75186,26.46813,81,17551,alaska,NA
-116.75542,26.81004,64,16405,alaska,NA
-116.76084,30.30185,64,16033,alaska,NA
-116.76451,26.78347,64,16406,alaska,NA
-116.76853,26.40629,81,17553,alaska,NA
-116.77299,26.42568,81,17552,alaska,NA
-116.77515,26.80864,64,16407,alaska,NA
-116.78205,26.77568,64,16409,alaska,NA
-116.7879,26.36247,81,17555,alaska,NA
-116.78839,26.80226,64,16408,alaska,NA
-116.79267,26.39207,81,17554,alaska,NA
-116.79543,30.33807,64,16032,alaska,NA
-116.80171,26.75505,64,16410,alaska,NA
-116.80802,26.79295,64,16412,alaska,NA
-116.81903,26.75993,64,16411,alaska,NA
-116.81904,26.80238,64,16414,alaska,NA
-116.82155,26.7802,64,16413,alaska,NA
-116.83009,26.82517,64,16416,alaska,NA
-116.83013,26.39676,81,17559,alaska,NA
-116.83685,26.40704,81,17560,alaska,NA
-116.83723,26.76095,64,16415,alaska,NA
-116.84199,26.36566,81,17557,alaska,NA
-116.84546,26.85445,64,16417,alaska,NA
-116.84611,26.74211,64,16421,alaska,NA
-116.85052,26.8031,64,16418,alaska,NA
-116.85259,26.79586,64,16420,alaska,NA
-116.85462,26.37481,81,17558,alaska,NA
-116.86417,26.79964,64,16419,alaska,NA
-116.87101,26.77189,64,16423,alaska,NA
-116.87181,26.32207,81,17556,alaska,NA
-116.87183,26.74777,64,16422,alaska,NA
-116.87414,26.7281,64,16425,alaska,NA
-116.87597,26.8701,64,16428,alaska,NA
-116.88315,26.89769,64,16430,alaska,NA
-116.88665,26.74074,64,16424,alaska,NA
-116.8877,26.87195,64,16429,alaska,NA
-116.89615,26.72357,64,16426,alaska,NA
-116.8985,26.57962,64,16464,alaska,NA
-116.9248,26.54852,64,16465,alaska,NA
-116.92483,26.48564,64,16478,alaska,NA
-116.93307,26.6296,64,16463,alaska,NA
-116.93376,26.53347,64,16467,alaska,NA
-116.93539,26.76449,64,16427,alaska,NA
-116.93739,26.47211,64,16476,alaska,NA
-116.93826,26.79089,64,16431,alaska,NA
-116.93979,26.44555,64,16479,alaska,NA
-116.94105,26.45357,64,16477,alaska,NA
-116.94403,26.55579,64,16466,alaska,NA
-116.94404,26.58857,64,16462,alaska,NA
-116.94527,26.49396,64,16474,alaska,NA
-116.9482,26.52587,64,16469,alaska,NA
-116.94841,26.61081,64,16461,alaska,NA
-116.9537,26.63684,64,16452,alaska,NA
-116.95379,26.48101,64,16475,alaska,NA
-116.95648,26.54013,64,16468,alaska,NA
-116.95714,26.80728,64,16436,alaska,NA
-116.95755,26.59339,64,16460,alaska,NA
-116.95776,26.56597,64,16459,alaska,NA
-116.95888,26.82713,64,16432,alaska,NA
-116.96412,26.69053,64,16451,alaska,NA
-116.96508,26.49031,64,16470,alaska,NA
-116.96515,26.46022,64,16480,alaska,NA
-116.97204,26.76089,64,16437,alaska,NA
-116.97323,26.48163,64,16472,alaska,NA
-116.97685,26.74774,64,16439,alaska,NA
-116.97697,26.59864,64,16453,alaska,NA
-116.97889,26.37263,64,16482,alaska,NA
-116.98071,26.50107,64,16471,alaska,NA
-116.98193,26.71721,64,16440,alaska,NA
-116.98338,26.40103,64,16481,alaska,NA
-116.98652,26.70603,64,16442,alaska,NA
-116.98665,26.4589,64,16473,alaska,NA
-116.98901,26.76418,64,16438,alaska,NA
-116.99142,26.69029,64,16449,alaska,NA
-116.99614,26.79497,64,16434,alaska,NA
-116.9967,26.63171,64,16450,alaska,NA
-116.99777,26.72063,64,16441,alaska,NA
-117.0002,26.59866,64,16458,alaska,NA
-117.00131,26.37307,64,16484,alaska,NA
-117.00299,26.39962,64,16483,alaska,NA
-117.00541,26.79729,64,16433,alaska,NA
-117.00604,26.76952,64,16435,alaska,NA
-117.00678,26.70003,64,16444,alaska,NA
-117.00815,26.61148,64,16454,alaska,NA
-117.00858,26.3663,64,16485,alaska,NA
-117.01982,26.35584,64,16486,alaska,NA
-117.03718,26.5663,64,16455,alaska,NA
-117.03815,26.56221,64,16457,alaska,NA
-117.04049,26.67546,64,16445,alaska,NA
-117.04189,26.66627,64,16446,alaska,NA
-117.0425,26.55804,64,16456,alaska,NA
-117.04288,26.64553,64,16448,alaska,NA
-117.04539,26.64335,64,16447,alaska,NA
-117.05385,30.32471,64,16031,alaska,NA
-117.0547,26.68926,64,16443,alaska,NA
-117.07811,30.36105,64,16030,alaska,NA
-117.10045,26.39676,64,16489,alaska,NA
-117.10456,26.36257,64,16487,alaska,NA
-117.11414,26.37064,64,16488,alaska,NA
-117.11419,26.3963,64,16490,alaska,NA
-117.11902,26.70507,64,16555,alaska,NA
-117.11921,26.70512,64,16554,alaska,NA
-117.12882,30.37523,64,16029,alaska,NA
-117.14222,26.32213,64,16491,alaska,NA
-117.14692,26.73987,64,16556,alaska,NA
-117.14991,26.37886,64,16492,alaska,NA
-117.16765,30.35349,64,16028,alaska,NA
-117.16802,26.37003,64,16494,alaska,NA
-117.17464,26.94976,64,16561,alaska,NA
-117.17469,26.94973,64,16560,alaska,NA
-117.1762,26.41615,64,16493,alaska,NA
-117.18205,30.38573,64,16027,alaska,NA
-117.18266,26.72987,64,16557,alaska,NA
-117.18765,26.25899,64,16496,alaska,NA
-117.20887,26.26739,64,16497,alaska,NA
-117.21039,26.29875,64,16495,alaska,NA
-117.21601,26.32756,64,16498,alaska,NA
-117.22915,26.2324,64,16503,alaska,NA
-117.23238,26.35037,64,16499,alaska,NA
-117.23618,26.27889,64,16502,alaska,NA
-117.23634,26.30057,64,16500,alaska,NA
-117.25616,26.90385,64,16559,alaska,NA
-117.25713,26.30259,64,16501,alaska,NA
-117.25948,26.93372,64,16562,alaska,NA
-117.2644,26.25086,64,16505,alaska,NA
-117.27135,26.23165,64,16506,alaska,NA
-117.27208,26.73939,64,16553,alaska,NA
-117.28386,26.21569,64,16507,alaska,NA
-117.2895,26.28027,64,16504,alaska,NA
-117.29233,26.89591,64,16563,alaska,NA
-117.29528,26.19877,64,16509,alaska,NA
-117.30406,30.42378,64,16026,alaska,NA
-117.30596,26.23936,64,16508,alaska,NA
-117.31152,26.83901,64,16564,alaska,NA
-117.31157,26.17493,64,16511,alaska,NA
-117.31462,26.19852,64,16510,alaska,NA
-117.31615,26.70866,64,16552,alaska,NA
-117.32286,26.80468,64,16558,alaska,NA
-117.3268,26.24644,64,16513,alaska,NA
-117.34937,26.14628,64,16512,alaska,NA
-117.358,30.41701,64,16025,alaska,NA
-117.37064,26.1429,64,16514,alaska,NA
-117.37511,26.19521,64,16516,alaska,NA
-117.38593,26.16479,64,16515,alaska,NA
-117.3889,26.1518,64,16518,alaska,NA
-117.39177,26.75055,64,16551,alaska,NA
-117.39347,26.13013,64,16520,alaska,NA
-117.40103,26.13953,64,16519,alaska,NA
-117.40657,26.17264,64,16517,alaska,NA
-117.4068,26.83569,64,16565,alaska,NA
-117.42208,26.878,64,16566,alaska,NA
-117.42408,26.84657,64,16567,alaska,NA
-117.42411,30.40164,64,16023,alaska,NA
-117.42951,30.37184,64,16024,alaska,NA
-117.44584,26.05702,64,16522,alaska,NA
-117.45505,26.07971,64,16521,alaska,NA
-117.46005,26.03453,64,16523,alaska,NA
-117.47743,26.25667,64,16539,alaska,NA
-117.47915,26.06997,64,16524,alaska,NA
-117.4803,30.40454,64,16022,alaska,NA
-117.49095,26.03651,64,16526,alaska,NA
-117.49151,26.8119,64,16568,alaska,NA
-117.49491,26.80624,64,16569,alaska,NA
-117.50487,26.6473,64,16550,alaska,NA
-117.50932,26.18437,64,16537,alaska,NA
-117.51444,26.20245,64,16538,alaska,NA
-117.52146,26.07311,64,16525,alaska,NA
-117.53058,26.74723,64,16570,alaska,NA
-117.53572,30.35285,64,16020,alaska,NA
-117.53836,30.37548,64,16021,alaska,NA
-117.54231,30.35081,64,16019,alaska,NA
-117.54422,26.54772,64,16548,alaska,NA
-117.54643,26.12058,64,16535,alaska,NA
-117.54759,26.48776,64,16547,alaska,NA
-117.55213,26.04915,64,16527,alaska,NA
-117.55648,26.18282,64,16542,alaska,NA
-117.56102,26.20463,64,16540,alaska,NA
-117.56121,26.15556,64,16536,alaska,NA
-117.56421,26.47671,64,16546,alaska,NA
-117.56922,26.19397,64,16541,alaska,NA
-117.56989,26.41657,64,16545,alaska,NA
-117.57236,26.61886,64,16549,alaska,NA
-117.60874,26.12993,64,16534,alaska,NA
-117.61085,30.42029,64,16015,alaska,NA
-117.61206,26.00665,64,16528,alaska,NA
-117.61536,30.39668,64,16017,alaska,NA
-117.62,26.02976,64,16529,alaska,NA
-117.62325,26.34092,64,16544,alaska,NA
-117.62872,30.40147,64,16016,alaska,NA
-117.62996,26.61319,64,16573,alaska,NA
-117.63261,26.08013,64,16532,alaska,NA
-117.63835,26.68767,64,16571,alaska,NA
-117.64366,30.37411,64,16018,alaska,NA
-117.64653,25.66167,77,17470,alaska,NA
-117.64908,26.23096,64,16543,alaska,NA
-117.64925,26.65487,64,16572,alaska,NA
-117.65055,26.10018,64,16533,alaska,NA
-117.65421,25.68699,77,17469,alaska,NA
-117.65571,30.42638,64,16013,alaska,NA
-117.65723,26.07484,64,16531,alaska,NA
-117.66042,26.62281,64,16574,alaska,NA
-117.66314,26.04599,64,16530,alaska,NA
-117.66857,25.61153,77,17471,alaska,NA
-117.67059,30.51461,64,16010,alaska,NA
-117.67395,25.69059,77,17467,alaska,NA
-117.67395,25.69059,77,17497,alaska,NA
-117.67414,25.39608,65,16985,alaska,NA
-117.6832,25.64017,77,17468,alaska,NA
-117.69161,25.61698,77,17472,alaska,NA
-117.6962,26.5884,64,16575,alaska,NA
-117.69892,30.53631,64,16009,alaska,NA
-117.70434,25.65237,77,17473,alaska,NA
-117.70782,25.59769,77,17477,alaska,NA
-117.71136,25.32323,65,16986,alaska,NA
-117.71173,30.44877,64,16012,alaska,NA
-117.7125,30.46801,64,16011,alaska,NA
-117.71369,25.47509,65,16979,alaska,NA
-117.71376,25.62056,77,17475,alaska,NA
-117.71873,25.64101,77,17474,alaska,NA
-117.7266,25.4242,65,16983,alaska,NA
-117.72694,25.71081,77,17496,alaska,NA
-117.72784,25.62331,77,17476,alaska,NA
-117.72898,26.47861,64,16578,alaska,NA
-117.72968,30.53042,64,16007,alaska,NA
-117.73125,30.41303,64,16014,alaska,NA
-117.73292,25.39216,65,16984,alaska,NA
-117.73598,25.66909,77,17495,alaska,NA
-117.73607,30.51224,64,16006,alaska,NA
-117.73697,25.4378,65,16981,alaska,NA
-117.73962,30.53965,64,16008,alaska,NA
-117.74457,25.4085,65,16982,alaska,NA
-117.74523,26.51846,64,16576,alaska,NA
-117.74641,26.4918,64,16577,alaska,NA
-117.7489,30.54121,64,16005,alaska,NA
-117.75782,25.72494,77,17493,alaska,NA
-117.75824,25.42709,65,16980,alaska,NA
-117.7621,25.57756,77,17478,alaska,NA
-117.76282,26.43688,64,16579,alaska,NA
-117.76316,25.70544,77,17494,alaska,NA
-117.76428,25.30248,65,16991,alaska,NA
-117.76717,25.62498,77,17479,alaska,NA
-117.76975,25.27786,65,16992,alaska,NA
-117.77482,25.48754,65,16977,alaska,NA
-117.77559,25.51564,65,16978,alaska,NA
-117.77912,25.57388,77,17480,alaska,NA
-117.79067,25.72851,77,17492,alaska,NA
-117.79163,26.35333,64,16586,alaska,NA
-117.79688,25.7068,77,17491,alaska,NA
-117.80079,26.40663,64,16580,alaska,NA
-117.80308,30.55601,64,16004,alaska,NA
-117.80744,25.33428,65,16990,alaska,NA
-117.80871,25.64199,77,17488,alaska,NA
-117.80894,25.56954,77,17481,alaska,NA
-117.81058,25.68226,77,17489,alaska,NA
-117.81088,25.53834,77,17482,alaska,NA
-117.81164,25.25614,65,16993,alaska,NA
-117.81513,26.28989,64,16587,alaska,NA
-117.81607,25.50857,65,16973,alaska,NA
-117.82144,25.28608,65,16994,alaska,NA
-117.82216,25.47647,65,16976,alaska,NA
-117.82584,25.43389,65,16975,alaska,NA
-117.82962,25.33888,65,16988,alaska,NA
-117.83443,25.47334,65,16974,alaska,NA
-117.83577,25.69862,77,17490,alaska,NA
-117.836,25.24878,65,16997,alaska,NA
-117.8371,25.60412,77,17485,alaska,NA
-117.83974,25.35267,65,16987,alaska,NA
-117.85237,26.41564,64,16581,alaska,NA
-117.85655,25.31678,65,16989,alaska,NA
-117.85772,26.43773,64,16582,alaska,NA
-117.85909,26.40881,64,16585,alaska,NA
-117.8607,25.65667,77,17487,alaska,NA
-117.86252,26.42828,64,16584,alaska,NA
-117.86258,25.47244,65,16971,alaska,NA
-117.87328,26.25075,64,16590,alaska,NA
-117.87921,25.64035,77,17486,alaska,NA
-117.87957,26.20248,64,16591,alaska,NA
-117.88015,25.28311,65,16995,alaska,NA
-117.88185,25.26416,65,16996,alaska,NA
-117.88736,25.42139,65,16969,alaska,NA
-117.89406,25.62089,77,17484,alaska,NA
-117.89452,26.42854,64,16583,alaska,NA
-117.89599,25.45374,65,16968,alaska,NA
-117.89693,30.53912,64,16003,alaska,NA
-117.90267,25.49551,65,16970,alaska,NA
-117.90382,25.60182,77,17483,alaska,NA
-117.91124,25.5375,65,16972,alaska,NA
-117.9146,26.2634,64,16588,alaska,NA
-117.91484,26.17606,64,16592,alaska,NA
-117.91579,25.86966,64,16617,alaska,NA
-117.91637,25.42822,65,16966,alaska,NA
-117.91819,25.86889,64,16618,alaska,NA
-117.9222,25.87755,64,16615,alaska,NA
-117.92495,26.24956,64,16589,alaska,NA
-117.92549,25.20641,65,16901,alaska,NA
-117.92549,25.20641,65,16999,alaska,NA
-117.92572,25.22536,65,16998,alaska,NA
-117.93439,26.20504,64,16594,alaska,NA
-117.93604,25.87271,64,16616,alaska,NA
-117.93641,25.86306,64,16619,alaska,NA
-117.938,30.49508,64,16002,alaska,NA
-117.93979,25.18719,65,16902,alaska,NA
-117.94074,25.41682,65,16964,alaska,NA
-117.94725,25.16825,65,16904,alaska,NA
-117.94984,25.47193,65,16967,alaska,NA
-117.95029,25.91649,64,16614,alaska,NA
-117.95251,25.81187,64,16620,alaska,NA
-117.95405,26.17701,64,16593,alaska,NA
-117.95449,25.44253,65,16965,alaska,NA
-117.95462,25.38725,65,16962,alaska,NA
-117.95743,25.1343,65,16908,alaska,NA
-117.95785,25.20963,65,16903,alaska,NA
-117.95936,26.23044,64,16595,alaska,NA
-117.95977,25.42221,65,16963,alaska,NA
-117.96641,26.17339,64,16596,alaska,NA
-117.96761,25.16097,65,16906,alaska,NA
-117.9687,25.11646,65,16909,alaska,NA
-117.97009,25.38113,65,16958,alaska,NA
-117.97631,25.24693,65,16953,alaska,NA
-117.97963,26.16691,64,16597,alaska,NA
-117.98095,26.15884,64,16600,alaska,NA
-117.9825,25.14523,65,16907,alaska,NA
-117.98409,25.12931,65,16910,alaska,NA
-117.98433,25.77919,64,16621,alaska,NA
-117.9845,30.58692,64,15999,alaska,NA
-117.98518,25.48864,65,16961,alaska,NA
-117.98573,25.08921,65,16912,alaska,NA
-117.98579,26.13836,64,16601,alaska,NA
-117.98689,26.19201,64,16598,alaska,NA
-117.99024,25.35365,65,16956,alaska,NA
-117.99487,30.54927,64,16000,alaska,NA
-117.99776,25.19171,65,16917,alaska,NA
-118.00083,25.15848,65,16905,alaska,NA
-118.00288,25.09754,65,16911,alaska,NA
-118.00373,25.13653,65,16915,alaska,NA
-118.00592,25.94757,64,16613,alaska,NA
-118.00908,26.16717,64,16599,alaska,NA
-118.01191,25.19902,65,16918,alaska,NA
-118.01508,25.29614,65,16954,alaska,NA
-118.01648,30.53397,64,16001,alaska,NA
-118.01649,26.09005,64,16604,alaska,NA
-118.02034,26.12291,64,16603,alaska,NA
-118.02557,25.36079,65,16955,alaska,NA
-118.03134,25.29707,65,16952,alaska,NA
-118.03219,25.38996,65,16957,alaska,NA
-118.03344,30.62647,64,15998,alaska,NA
-118.03814,30.63203,64,15995,alaska,NA
-118.03817,25.41493,65,16959,alaska,NA
-118.03937,30.58859,64,15997,alaska,NA
-118.04204,26.13159,64,16602,alaska,NA
-118.04218,25.76844,64,16622,alaska,NA
-118.04344,25.45502,65,16960,alaska,NA
-118.04356,25.134,65,16916,alaska,NA
-118.04449,25.03623,65,16913,alaska,NA
-118.04508,25.18382,65,16921,alaska,NA
-118.04542,25.34986,65,16951,alaska,NA
-118.0456,30.63883,64,15994,alaska,NA
-118.04726,30.61389,64,15993,alaska,NA
-118.0484,25.72568,64,16624,alaska,NA
-118.0495,30.58766,64,15996,alaska,NA
-118.0514,25.35825,65,16949,alaska,NA
-118.05581,26.05832,64,16606,alaska,NA
-118.05605,25.38579,65,16948,alaska,NA
-118.05679,25.73462,64,16623,alaska,NA
-118.06196,25.67543,64,16626,alaska,NA
-118.06392,30.57716,64,15991,alaska,NA
-118.07123,25.1227,65,16919,alaska,NA
-118.07266,30.61444,64,15992,alaska,NA
-118.07331,25.94858,64,16612,alaska,NA
-118.07358,25.18237,65,16926,alaska,NA
-118.07469,25.15411,65,16920,alaska,NA
-118.07839,25.34703,65,16950,alaska,NA
-118.08036,25.03744,65,16914,alaska,NA
-118.08333,25.71503,64,16625,alaska,NA
-118.08409,25.63673,64,16628,alaska,NA
-118.08475,25.11958,65,16927,alaska,NA
-118.08821,26.03551,64,16607,alaska,NA
-118.08919,30.5828,64,15990,alaska,NA
-118.0908,25.99585,64,16608,alaska,NA
