long,lat,group,order,region,subregion
-118.09221,25.61372,64,16630,alaska,NA
-118.09445,26.06396,64,16605,alaska,NA
-118.096,25.92596,64,16611,alaska,NA
-118.09952,25.96428,64,16610,alaska,NA
-118.0999,25.08981,65,16930,alaska,NA
-118.10176,25.39664,65,16947,alaska,NA
-118.10284,25.60036,64,16631,alaska,NA
-118.10568,30.62717,64,15981,alaska,NA
-118.10614,25.58049,64,16633,alaska,NA
-118.10819,25.18102,65,16925,alaska,NA
-118.11062,25.62563,64,16629,alaska,NA
-118.11141,25.08159,65,16929,alaska,NA
-118.11163,30.55671,64,15989,alaska,NA
-118.11237,25.09913,65,16928,alaska,NA
-118.11252,25.07612,65,16931,alaska,NA
-118.11567,30.65365,64,15980,alaska,NA
-118.11737,25.97127,64,16609,alaska,NA
-118.11935,25.10641,65,16932,alaska,NA
-118.12196,30.51955,64,15988,alaska,NA
-118.12219,25.59912,64,16632,alaska,NA
-118.12812,25.55517,64,16635,alaska,NA
-118.12884,25.38648,65,16946,alaska,NA
-118.12917,25.58582,64,16634,alaska,NA
-118.13228,25.15208,65,16924,alaska,NA
-118.13336,25.63716,64,16627,alaska,NA
-118.13561,30.58184,64,15982,alaska,NA
-118.13874,25.3545,65,16944,alaska,NA
-118.14876,25.36005,65,16945,alaska,NA
-118.14899,25.15907,65,16923,alaska,NA
-118.15,25.18312,65,16922,alaska,NA
-118.15381,30.6673,64,15979,alaska,NA
-118.15456,25.55986,64,16637,alaska,NA
-118.16085,25.60028,64,16636,alaska,NA
-118.16202,25.33424,65,16942,alaska,NA
-118.16236,25.12932,65,16933,alaska,NA
-118.16284,25.19073,65,16934,alaska,NA
-118.16329,25.35903,65,16943,alaska,NA
-118.16406,30.5154,64,15987,alaska,NA
-118.16703,30.66364,64,15977,alaska,NA
-118.16757,30.49195,64,15986,alaska,NA
-118.16959,25.34544,65,16941,alaska,NA
-118.17038,25.54829,64,16639,alaska,NA
-118.17279,30.54301,64,15984,alaska,NA
-118.17324,30.67613,64,15976,alaska,NA
-118.17732,25.53175,64,16640,alaska,NA
-118.17745,30.64915,64,15978,alaska,NA
-118.17774,30.48767,64,15985,alaska,NA
-118.18022,25.2341,65,16935,alaska,NA
-118.18284,25.57146,64,16638,alaska,NA
-118.19626,25.54949,64,16641,alaska,NA
-118.19852,30.55108,64,15983,alaska,NA
-118.20092,25.26261,65,16939,alaska,NA
-118.20305,30.72761,64,15973,alaska,NA
-118.20614,25.29628,65,16940,alaska,NA
-118.21091,25.24866,65,16937,alaska,NA
-118.21523,30.74104,64,15972,alaska,NA
-118.21748,30.68554,64,15975,alaska,NA
-118.21967,25.52238,64,16642,alaska,NA
-118.22072,25.24254,65,16936,alaska,NA
-118.22218,25.26344,65,16938,alaska,NA
-118.23348,30.71947,64,15974,alaska,NA
-118.26398,30.70094,64,15971,alaska,NA
-118.27109,25.52748,64,16643,alaska,NA
-118.2803,25.47356,64,16645,alaska,NA
-118.28854,25.4999,64,16644,alaska,NA
-118.32749,25.41425,64,16647,alaska,NA
-118.331,25.45378,64,16646,alaska,NA
-118.33697,30.60535,64,15970,alaska,NA
-118.3844,25.38716,64,16650,alaska,NA
-118.38756,25.43467,64,16648,alaska,NA
-118.39422,25.40668,64,16649,alaska,NA
-118.41514,25.33945,64,16652,alaska,NA
-118.42196,25.37624,64,16651,alaska,NA
-118.42732,30.53367,64,15969,alaska,NA
-118.47264,25.33012,64,16654,alaska,NA
-118.47572,25.29516,64,16656,alaska,NA
-118.47651,25.34766,64,16653,alaska,NA
-118.49041,30.52129,64,15967,alaska,NA
-118.49083,25.32889,64,16655,alaska,NA
-118.51108,30.53455,64,15968,alaska,NA
-118.51137,25.30937,64,16657,alaska,NA
-118.53775,30.51115,64,15966,alaska,NA
-118.53944,25.23329,64,16660,alaska,NA
-118.54139,25.19225,64,16663,alaska,NA
-118.54674,25.17736,64,16664,alaska,NA
-118.54905,25.19847,64,16662,alaska,NA
-118.56275,25.20963,64,16661,alaska,NA
-118.56867,25.16895,64,16665,alaska,NA
-118.57595,25.14044,64,16666,alaska,NA
-118.58086,30.50827,64,15964,alaska,NA
-118.58309,25.2449,64,16658,alaska,NA
-118.58479,25.11234,64,16668,alaska,NA
-118.58579,25.22745,64,16659,alaska,NA
-118.58868,30.52492,64,15965,alaska,NA
-118.59567,30.55164,64,15958,alaska,NA
-118.5976,30.52794,64,15960,alaska,NA
-118.60486,25.14166,64,16667,alaska,NA
-118.61506,30.47718,64,15962,alaska,NA
-118.61742,25.96345,64,16853,alaska,NA
-118.61882,30.50439,64,15963,alaska,NA
-118.6254,30.53897,64,15959,alaska,NA
-118.63282,25.13815,64,16669,alaska,NA
-118.63398,30.41671,64,15953,alaska,NA
-118.63412,25.9032,64,16852,alaska,NA
-118.63494,25.94464,64,16854,alaska,NA
-118.63955,30.5147,64,15961,alaska,NA
-118.63958,25.90773,64,16855,alaska,NA
-118.6405,25.08037,64,16670,alaska,NA
-118.65323,25.86467,64,16851,alaska,NA
-118.65334,25.80048,64,16849,alaska,NA
-118.66778,25.0841,64,16672,alaska,NA
-118.66793,30.52371,64,15957,alaska,NA
-118.66977,25.11184,64,16671,alaska,NA
-118.67973,25.81147,64,16850,alaska,NA
-118.68657,25.85466,64,16856,alaska,NA
-118.69019,30.39524,64,15952,alaska,NA
-118.69497,25.85063,64,16857,alaska,NA
-118.69599,30.40601,64,15954,alaska,NA
-118.6982,25.05072,64,16673,alaska,NA
-118.69922,25.57559,64,16842,alaska,NA
-118.70715,30.40762,64,15951,alaska,NA
-118.7107,25.04877,64,16675,alaska,NA
-118.71179,25.76316,64,16848,alaska,NA
-118.71473,30.46201,64,15955,alaska,NA
-118.71724,30.4467,64,15943,alaska,NA
-118.71848,30.42529,64,15944,alaska,NA
-118.71914,25.06014,64,16674,alaska,NA
-118.71982,25.75164,64,16847,alaska,NA
-118.72069,30.28945,64,15949,alaska,NA
-118.72217,30.40395,64,15946,alaska,NA
-118.72367,30.36796,64,15950,alaska,NA
-118.72556,25.03003,64,16676,alaska,NA
-118.73284,30.35778,64,15948,alaska,NA
-118.73828,25.60555,64,16843,alaska,NA
-118.74052,30.45292,64,15956,alaska,NA
-118.74488,30.45312,64,15942,alaska,NA
-118.7505,25.59279,64,16841,alaska,NA
-118.75703,25.31368,64,16833,alaska,NA
-118.75745,25.33917,64,16834,alaska,NA
-118.76032,30.40194,64,15945,alaska,NA
-118.76118,30.34175,64,15947,alaska,NA
-118.76283,25.31301,64,16836,alaska,NA
-118.76331,25.02743,64,16678,alaska,NA
-118.76497,25.59497,64,16844,alaska,NA
-118.76832,25.33338,64,16835,alaska,NA
-118.77405,25.0604,64,16677,alaska,NA
-118.77985,25.66591,64,16846,alaska,NA
-118.78143,24.98976,64,16680,alaska,NA
-118.78206,24.96872,64,16681,alaska,NA
-118.78411,25.63084,64,16845,alaska,NA
-118.7957,25.54696,64,16840,alaska,NA
-118.79838,25.31135,64,16837,alaska,NA
-118.79869,25.36344,64,16838,alaska,NA
-118.80642,25.00909,64,16679,alaska,NA
-118.81186,25.30569,64,16832,alaska,NA
-118.81535,25.3421,64,16831,alaska,NA
-118.82033,25.37187,64,16839,alaska,NA
-118.82502,24.96601,64,16682,alaska,NA
-118.84599,24.99315,64,16683,alaska,NA
-118.85992,24.94562,64,16686,alaska,NA
-118.86163,25.86725,64,16867,alaska,NA
-118.86654,24.9104,64,16687,alaska,NA
-118.86831,25.8539,64,16866,alaska,NA
-118.86957,25.31262,64,16830,alaska,NA
-118.87388,30.33926,64,15940,alaska,NA
-118.87502,30.35293,64,15941,alaska,NA
-118.88676,25.91593,64,16868,alaska,NA
-118.89515,25.26237,64,16829,alaska,NA
-118.89706,25.90863,64,16865,alaska,NA
-118.9075,25.75071,64,16858,alaska,NA
-118.91487,24.95003,64,16684,alaska,NA
-118.91801,24.93346,64,16685,alaska,NA
-118.91997,24.81869,64,16698,alaska,NA
-118.92065,24.92835,64,16688,alaska,NA
-118.92231,24.9074,64,16689,alaska,NA
-118.93363,25.77165,64,16859,alaska,NA
-118.93792,24.8383,64,16695,alaska,NA
-118.93861,25.80652,64,16860,alaska,NA
-118.94321,25.24724,64,16828,alaska,NA
-118.94414,25.9358,64,16869,alaska,NA
-118.9454,25.89457,64,16863,alaska,NA
-118.949,25.92714,64,16871,alaska,NA
-118.95927,25.90559,64,16864,alaska,NA
-118.96064,25.88586,64,16862,alaska,NA
-118.96473,25.97477,64,16870,alaska,NA
-118.96596,30.33372,64,15939,alaska,NA
-118.96654,24.79514,64,16697,alaska,NA
-118.97123,24.77629,64,16699,alaska,NA
-118.97708,25.83244,64,16861,alaska,NA
-118.9778,30.34085,64,15933,alaska,NA
-118.97918,24.81925,64,16696,alaska,NA
-118.98201,24.90169,64,16690,alaska,NA
-118.98206,24.79514,64,16700,alaska,NA
-118.9824,30.31054,64,15938,alaska,NA
-118.98427,24.75193,64,16701,alaska,NA
-118.98999,24.72479,64,16703,alaska,NA
-118.9904,24.86137,64,16694,alaska,NA
-118.99133,30.32284,64,15935,alaska,NA
-118.99538,24.79994,64,16708,alaska,NA
-118.99745,28.91221,64,15891,alaska,NA
-118.99903,28.86517,64,15889,alaska,NA
-119.00211,24.76462,64,16702,alaska,NA
-119.00393,30.33762,64,15934,alaska,NA
-119.00407,24.75001,64,16705,alaska,NA
-119.00795,30.35668,64,15932,alaska,NA
-119.00821,25.85701,64,16872,alaska,NA
-119.0083,24.82463,64,16692,alaska,NA
-119.00889,28.81667,64,15888,alaska,NA
-119.00935,25.90399,64,16874,alaska,NA
-119.0108,25.70715,64,16882,alaska,NA
-119.01236,28.89695,64,15890,alaska,NA
-119.01257,24.84323,64,16693,alaska,NA
-119.01442,25.87461,64,16876,alaska,NA
-119.01473,24.79084,64,16710,alaska,NA
-119.01664,24.73691,64,16704,alaska,NA
-119.01873,25.89184,64,16873,alaska,NA
-119.02065,25.81696,64,16877,alaska,NA
-119.02209,25.14167,64,16827,alaska,NA
-119.02266,24.74177,64,16706,alaska,NA
-119.0236,30.31445,64,15936,alaska,NA
-119.02361,24.7646,64,16707,alaska,NA
-119.02411,25.02682,64,16825,alaska,NA
-119.02475,25.8248,64,16879,alaska,NA
-119.02543,25.89569,64,16875,alaska,NA
-119.02805,24.80626,64,16709,alaska,NA
-119.03189,24.83164,64,16691,alaska,NA
-119.03295,25.83468,64,16880,alaska,NA
-119.03373,25.11191,64,16826,alaska,NA
-119.03402,24.735,64,16715,alaska,NA
-119.03479,24.77084,64,16711,alaska,NA
-119.03624,24.75152,64,16713,alaska,NA
-119.0394,24.71005,64,16716,alaska,NA
-119.0394,25.6724,64,16883,alaska,NA
-119.0421,30.30145,64,15937,alaska,NA
-119.04232,25.80266,64,16878,alaska,NA
-119.04302,24.78491,64,16712,alaska,NA
-119.04716,25.81663,64,16881,alaska,NA
-119.04785,28.89289,64,15892,alaska,NA
-119.05263,24.74242,64,16714,alaska,NA
-119.05618,25.04323,64,16824,alaska,NA
-119.06864,25.07943,64,16821,alaska,NA
-119.07816,24.73246,64,16717,alaska,NA
-119.08288,25.68216,64,16884,alaska,NA
-119.08694,25.05908,64,16823,alaska,NA
-119.08995,28.92566,64,15893,alaska,NA
-119.09475,24.69477,64,16718,alaska,NA
-119.10348,28.8144,64,15887,alaska,NA
-119.1042,25.04134,64,16822,alaska,NA
-119.13793,28.92311,64,15894,alaska,NA
-119.139,28.76693,64,15869,alaska,NA
-119.1441,25.0024,64,16818,alaska,NA
-119.14911,25.01584,64,16820,alaska,NA
-119.14993,25.82466,64,16885,alaska,NA
-119.15148,28.88112,64,15886,alaska,NA
-119.15302,28.76399,64,15865,alaska,NA
-119.15365,28.80275,64,15870,alaska,NA
-119.15557,28.72118,64,15868,alaska,NA
-119.15557,25.00405,64,16819,alaska,NA
-119.16079,28.88589,64,15895,alaska,NA
-119.16235,28.72245,64,15866,alaska,NA
-119.17415,28.7165,64,15867,alaska,NA
-119.17582,29.06027,64,15899,alaska,NA
-119.18453,28.16413,64,15778,alaska,NA
-119.18516,25.89255,64,16887,alaska,NA
-119.1866,30.16699,64,15931,alaska,NA
-119.18744,24.6809,64,16719,alaska,NA
-119.19055,30.13344,64,15929,alaska,NA
-119.19259,25.84705,64,16886,alaska,NA
-119.19553,28.12504,64,15777,alaska,NA
-119.19932,30.14864,64,15930,alaska,NA
-119.20195,28.88316,64,15896,alaska,NA
-119.20246,24.6462,64,16720,alaska,NA
-119.20798,28.25338,64,15780,alaska,NA
-119.20991,24.68989,64,16721,alaska,NA
-119.21362,25.88636,64,16888,alaska,NA
-119.21444,25.85477,64,16889,alaska,NA
-119.2175,28.85014,64,15885,alaska,NA
-119.21774,30.0869,64,15927,alaska,NA
-119.21976,24.63595,64,16723,alaska,NA
-119.22165,28.77951,64,15864,alaska,NA
-119.22444,27.82671,64,15768,alaska,NA
-119.22497,29.02974,64,15898,alaska,NA
-119.22564,29.09003,64,15900,alaska,NA
-119.22599,30.1015,64,15928,alaska,NA
-119.2266,24.68401,64,16722,alaska,NA
-119.23118,28.09053,64,15775,alaska,NA
-119.23214,27.78212,64,15767,alaska,NA
-119.23355,24.60038,64,16724,alaska,NA
-119.23617,28.24928,64,15779,alaska,NA
-119.23839,27.97869,64,15770,alaska,NA
-119.24017,30.01652,64,15926,alaska,NA
-119.24205,28.25431,64,15781,alaska,NA
-119.24316,27.91187,64,15769,alaska,NA
-119.24324,28.10242,64,15776,alaska,NA
-119.24348,28.83533,64,15871,alaska,NA
-119.24427,24.65793,64,16731,alaska,NA
-119.24529,24.58749,64,16727,alaska,NA
-119.2463,30.03079,64,15924,alaska,NA
-119.24757,25.82317,64,16890,alaska,NA
-119.24798,24.56325,64,16725,alaska,NA
-119.24804,24.61118,64,16729,alaska,NA
-119.25091,28.96412,64,15897,alaska,NA
-119.25771,24.62837,64,16730,alaska,NA
-119.26332,28.70881,64,15862,alaska,NA
-119.26385,25.86887,64,16891,alaska,NA
-119.26435,28.88885,64,15877,alaska,NA
-119.26475,24.59844,64,16728,alaska,NA
-119.26518,28.85021,64,15876,alaska,NA
-119.26595,28.98467,64,15883,alaska,NA
-119.26846,29.98358,64,15925,alaska,NA
-119.26877,28.05094,64,15772,alaska,NA
-119.27224,28.78924,64,15873,alaska,NA
-119.2728,28.70881,64,15863,alaska,NA
-119.27543,28.82293,64,15872,alaska,NA
-119.27596,24.57539,64,16726,alaska,NA
-119.27829,24.94521,64,16817,alaska,NA
-119.27954,28.04269,64,15771,alaska,NA
-119.27976,28.19893,64,15782,alaska,NA
-119.28116,28.78702,64,15874,alaska,NA
-119.28296,28.93907,64,15884,alaska,NA
-119.28452,28.66877,64,15860,alaska,NA
-119.28482,29.07758,64,15901,alaska,NA
-119.28572,28.68393,64,15861,alaska,NA
-119.28573,28.8105,64,15875,alaska,NA
-119.28976,29.13451,64,15905,alaska,NA
-119.29038,29.10253,64,15902,alaska,NA
-119.29049,24.67373,64,16732,alaska,NA
-119.29458,29.07693,64,15903,alaska,NA
-119.29606,29.14061,64,15906,alaska,NA
-119.29633,24.64728,64,16733,alaska,NA
-119.29737,28.10006,64,15774,alaska,NA
-119.30191,29.05933,64,15882,alaska,NA
-119.30265,28.96163,64,15878,alaska,NA
-119.30601,27.69664,64,15766,alaska,NA
-119.30823,25.90869,64,16894,alaska,NA
-119.30993,25.87458,64,16892,alaska,NA
-119.3108,28.18441,64,15783,alaska,NA
-119.31946,29.07352,64,15904,alaska,NA
-119.32061,25.93976,64,16895,alaska,NA
-119.32125,29.93041,64,15923,alaska,NA
-119.32234,25.89677,64,16893,alaska,NA
-119.32602,29.06115,64,15881,alaska,NA
-119.32837,28.04366,64,15773,alaska,NA
-119.33165,28.71335,64,15859,alaska,NA
-119.33381,24.65005,64,16734,alaska,NA
-119.33587,29.08302,64,15907,alaska,NA
-119.33633,28.20328,64,15785,alaska,NA
-119.34074,24.61421,64,16735,alaska,NA
-119.34382,28.97633,64,15879,alaska,NA
-119.34872,28.21755,64,15784,alaska,NA
-119.35554,29.02694,64,15880,alaska,NA
-119.35913,24.59985,64,16737,alaska,NA
-119.35925,24.62834,64,16736,alaska,NA
-119.36929,28.17541,64,15786,alaska,NA
-119.37531,24.67418,64,16814,alaska,NA
-119.37899,24.6445,64,16812,alaska,NA
-119.39196,24.66529,64,16813,alaska,NA
-119.3949,24.84203,64,16816,alaska,NA
-119.40659,24.57908,64,16739,alaska,NA
-119.40672,28.18021,64,15787,alaska,NA
-119.41816,28.68949,64,15858,alaska,NA
-119.42052,24.59675,64,16738,alaska,NA
-119.42435,24.65508,64,16811,alaska,NA
-119.42575,28.73378,64,15857,alaska,NA
-119.42725,25.85656,64,16896,alaska,NA
-119.43087,24.68435,64,16810,alaska,NA
-119.43829,25.87634,64,16897,alaska,NA
-119.43931,24.53106,64,16740,alaska,NA
-119.44422,24.70949,64,16815,alaska,NA
-119.4468,29.86024,64,15922,alaska,NA
-119.45509,24.58303,64,16741,alaska,NA
-119.45709,27.69527,64,15764,alaska,NA
-119.46717,24.63215,64,16807,alaska,NA
-119.47083,24.54215,64,16743,alaska,NA
-119.4748,24.52595,64,16744,alaska,NA
-119.48432,27.67529,64,15765,alaska,NA
-119.48747,24.65068,64,16808,alaska,NA
-119.49157,24.69164,64,16809,alaska,NA
-119.49223,24.55917,64,16742,alaska,NA
-119.49513,28.11047,64,15788,alaska,NA
-119.49675,24.62504,64,16806,alaska,NA
-119.50145,27.70188,64,15762,alaska,NA
-119.50145,29.23805,64,15909,alaska,NA
-119.50473,29.14122,64,15908,alaska,NA
-119.50476,24.52301,64,16745,alaska,NA
-119.50539,27.7227,64,15763,alaska,NA
-119.50614,24.71306,64,16802,alaska,NA
-119.50777,24.73594,64,16801,alaska,NA
-119.51223,28.05907,64,15789,alaska,NA
-119.51435,25.83671,64,16899,alaska,NA
-119.51617,29.31643,64,15910,alaska,NA
-119.51999,25.85068,64,16898,alaska,NA
-119.5216,24.6913,64,16804,alaska,NA
-119.52261,24.55024,64,16746,alaska,NA
-119.52646,24.67087,64,16805,alaska,NA
-119.52918,25.82115,64,15600,alaska,NA
-119.52918,25.82115,64,16900,alaska,NA
-119.52993,28.92746,64,15848,alaska,NA
-119.53447,25.79446,64,15600,alaska,NA
-119.53856,28.10447,64,15792,alaska,NA
-119.53979,25.81003,64,15600,alaska,NA
-119.53981,28.04148,64,15790,alaska,NA
-119.5419,24.70026,64,16803,alaska,NA
-119.54795,28.09033,64,15791,alaska,NA
-119.55366,28.9105,64,15850,alaska,NA
-119.56265,26.60205,64,15633,alaska,NA
-119.56312,25.96926,64,15613,alaska,NA
-119.5704,28.73404,64,15856,alaska,NA
-119.57242,28.11571,64,15796,alaska,NA
-119.57244,28.12995,64,15793,alaska,NA
-119.57275,27.62133,64,15761,alaska,NA
-119.57358,24.55793,64,16751,alaska,NA
-119.57478,28.94892,64,15847,alaska,NA
-119.57575,24.7452,64,16798,alaska,NA
-119.57641,26.12562,64,15621,alaska,NA
-119.57748,28.93823,64,15849,alaska,NA
-119.58323,28.17263,64,15794,alaska,NA
-119.58455,28.86393,64,15851,alaska,NA
-119.58615,27.60629,64,15760,alaska,NA
-119.58677,28.81811,64,15852,alaska,NA
-119.58726,24.72036,64,16800,alaska,NA
-119.59118,25.85098,64,15609,alaska,NA
-119.59496,28.75335,64,15855,alaska,NA
-119.59529,29.4387,64,15911,alaska,NA
-119.59991,24.48628,64,16747,alaska,NA
-119.60229,28.0754,64,15797,alaska,NA
-119.60237,28.7924,64,15854,alaska,NA
-119.60289,26.58755,64,15634,alaska,NA
-119.6084,25.7779,64,15604,alaska,NA
-119.61094,26.58471,64,15636,alaska,NA
-119.61157,25.91896,64,15611,alaska,NA
-119.61334,24.72508,64,16799,alaska,NA
-119.6139,26.61883,64,15635,alaska,NA
-119.61454,25.84546,64,15610,alaska,NA
-119.61499,25.79039,64,15605,alaska,NA
-119.61908,25.97684,64,15614,alaska,NA
-119.61959,25.77293,64,15606,alaska,NA
-119.62089,25.75457,64,15600,alaska,NA
-119.62258,25.94329,64,15612,alaska,NA
-119.6231,24.57583,64,16750,alaska,NA
-119.62344,25.95611,64,15615,alaska,NA
-119.62609,28.15157,64,15795,alaska,NA
-119.62996,26.08282,64,15620,alaska,NA
-119.63222,26.55915,64,15632,alaska,NA
-119.63303,26.42598,64,15625,alaska,NA
-119.63592,26.52958,64,15631,alaska,NA
-119.63957,26.57202,64,15637,alaska,NA
-119.64039,26.02958,64,15619,alaska,NA
-119.64064,26.05469,64,15618,alaska,NA
-119.64076,28.95123,64,15846,alaska,NA
-119.64299,25.79562,64,15608,alaska,NA
-119.64532,28.79058,64,15853,alaska,NA
-119.64533,25.9904,64,15616,alaska,NA
-119.646,26.38682,64,15623,alaska,NA
-119.64784,28.94994,64,15845,alaska,NA
-119.64903,24.54079,64,16749,alaska,NA
-119.65179,26.0416,64,15617,alaska,NA
-119.65405,26.40853,64,15624,alaska,NA
-119.65547,24.49298,64,16748,alaska,NA
-119.65683,26.35433,64,15622,alaska,NA
-119.65701,28.14411,64,15798,alaska,NA
-119.65873,26.42517,64,15626,alaska,NA
-119.65873,26.39664,64,15627,alaska,NA
-119.66213,27.54529,64,15759,alaska,NA
-119.66231,24.59746,64,16752,alaska,NA
-119.66406,29.52248,64,15912,alaska,NA
-119.66906,26.41424,64,15629,alaska,NA
-119.67309,29.53368,64,15913,alaska,NA
-119.67528,26.38749,64,15628,alaska,NA
-119.67863,26.48138,64,15639,alaska,NA
-119.68011,26.5011,64,15638,alaska,NA
-119.69179,26.45096,64,15630,alaska,NA
-119.6922,26.40724,64,15643,alaska,NA
-119.69655,24.51322,64,16754,alaska,NA
-119.69666,24.5562,64,16753,alaska,NA
-119.69866,25.79797,64,15607,alaska,NA
-119.70055,28.94051,64,15844,alaska,NA
-119.70259,24.70601,64,16797,alaska,NA
-119.70954,26.4362,64,15641,alaska,NA
-119.71157,26.33441,64,15644,alaska,NA
-119.71332,27.53494,64,15758,alaska,NA
-119.7157,26.4649,64,15640,alaska,NA
-119.72037,29.87675,64,15921,alaska,NA
-119.7328,29.80682,64,15920,alaska,NA
-119.73664,26.43984,64,15642,alaska,NA
-119.74213,27.57786,64,15755,alaska,NA
-119.74287,27.5713,64,15757,alaska,NA
-119.74555,24.43856,64,16755,alaska,NA
-119.7459,29.58103,64,15914,alaska,NA
-119.74856,29.75925,64,15919,alaska,NA
-119.75683,27.58751,64,15753,alaska,NA
-119.75784,26.33893,64,15645,alaska,NA
-119.76137,24.39639,64,16757,alaska,NA
-119.76179,28.8862,64,15843,alaska,NA
-119.76398,27.57572,64,15754,alaska,NA
-119.76883,27.61715,64,15752,alaska,NA
-119.77279,26.31341,64,15646,alaska,NA
-119.77434,24.44889,64,16756,alaska,NA
-119.77734,29.69398,64,15917,alaska,NA
-119.77768,28.90798,64,15842,alaska,NA
-119.78136,29.71062,64,15918,alaska,NA
-119.78404,29.65181,64,15915,alaska,NA
-119.78783,24.38868,64,16758,alaska,NA
-119.78802,28.1637,64,15799,alaska,NA
-119.78838,24.42325,64,16760,alaska,NA
-119.79629,27.52786,64,15756,alaska,NA
-119.79805,24.40288,64,16759,alaska,NA
-119.81625,24.40302,64,16761,alaska,NA
-119.81859,24.36893,64,16762,alaska,NA
-119.83879,27.64263,64,15751,alaska,NA
-119.84304,28.14749,64,15801,alaska,NA
-119.84629,24.40145,64,16765,alaska,NA
-119.84717,26.64361,64,15677,alaska,NA
-119.85475,28.79869,64,15839,alaska,NA
-119.85541,28.13375,64,15800,alaska,NA
-119.85582,29.68689,64,15916,alaska,NA
-119.85844,26.64495,64,15676,alaska,NA
-119.85874,26.61602,64,15675,alaska,NA
-119.86335,28.13081,64,15805,alaska,NA
-119.8641,24.37544,64,16763,alaska,NA
-119.8665,24.51033,64,16794,alaska,NA
-119.86755,24.53825,64,16795,alaska,NA
-119.86805,26.70044,64,15679,alaska,NA
-119.88139,24.40552,64,16764,alaska,NA
-119.8819,28.87184,64,15841,alaska,NA
-119.88216,27.63151,64,15750,alaska,NA
-119.883,28.13742,64,15802,alaska,NA
-119.88334,26.27649,64,15647,alaska,NA
-119.88386,27.54819,64,15748,alaska,NA
-119.88458,24.47928,64,16767,alaska,NA
-119.88493,26.74315,64,15681,alaska,NA
-119.88591,28.15701,64,15803,alaska,NA
-119.89005,28.12694,64,15804,alaska,NA
-119.89119,24.53289,64,16796,alaska,NA
-119.89296,24.47043,64,16766,alaska,NA
-119.89347,24.34579,64,16772,alaska,NA
-119.89725,24.42818,64,16770,alaska,NA
-119.90254,24.48117,64,16768,alaska,NA
-119.90255,26.7217,64,15680,alaska,NA
-119.90605,28.78896,64,15838,alaska,NA
-119.90698,28.8371,64,15840,alaska,NA
-119.90904,28.12383,64,15806,alaska,NA
-119.90911,24.39114,64,16771,alaska,NA
-119.91044,24.38461,64,16773,alaska,NA
-119.92082,24.45225,64,16769,alaska,NA
-119.92143,26.64814,64,15673,alaska,NA
-119.92369,27.60145,64,15749,alaska,NA
-119.92889,26.58379,64,15674,alaska,NA
-119.92939,27.44715,64,15742,alaska,NA
-119.93108,24.34525,64,16774,alaska,NA
-119.93901,26.69267,64,15678,alaska,NA
-119.94421,26.6945,64,15682,alaska,NA
-119.94448,24.45686,64,16792,alaska,NA
-119.94578,26.66487,64,15672,alaska,NA
-119.95238,27.55732,64,15747,alaska,NA
-119.95547,24.44138,64,16791,alaska,NA
-119.95575,24.47303,64,16793,alaska,NA
-119.96227,24.34086,64,16775,alaska,NA
-119.96604,27.32317,64,15736,alaska,NA
-119.96847,24.37599,64,16777,alaska,NA
-119.97131,27.35817,64,15738,alaska,NA
-119.9715,28.82903,64,15837,alaska,NA
-119.9718,27.32636,64,15734,alaska,NA
-119.97667,27.46993,64,15745,alaska,NA
-119.98149,24.36715,64,16776,alaska,NA
-119.98204,27.34084,64,15737,alaska,NA
-119.98357,24.46618,64,16789,alaska,NA
-119.99304,27.40073,64,15743,alaska,NA
-119.99359,27.49034,64,15746,alaska,NA
-119.99728,27.373,64,15740,alaska,NA
-119.99765,24.43914,64,16790,alaska,NA
-119.99816,24.34544,64,16781,alaska,NA
-119.99881,27.46928,64,15744,alaska,NA
-120.00102,27.30579,64,15735,alaska,NA
-120.00167,26.63375,64,15670,alaska,NA
-120.00609,26.6721,64,15669,alaska,NA
-120.00643,24.23916,71,17257,alaska,NA
-120.00702,27.38379,64,15741,alaska,NA
-120.00852,27.35052,64,15739,alaska,NA
-120.01115,27.37227,64,15732,alaska,NA
-120.01233,27.34685,64,15733,alaska,NA
-120.01463,28.46213,64,15820,alaska,NA
-120.01735,26.36158,64,15650,alaska,NA
-120.02258,24.42741,64,16778,alaska,NA
-120.02469,24.2792,71,17256,alaska,NA
-120.02506,26.29577,64,15648,alaska,NA
-120.03145,24.37872,64,16780,alaska,NA
-120.03558,24.41166,64,16779,alaska,NA
-120.03947,24.35623,64,16787,alaska,NA
-120.04026,27.01183,64,15706,alaska,NA
-120.04061,26.34126,64,15649,alaska,NA
-120.04844,26.58444,64,15671,alaska,NA
-120.04862,24.33911,64,16784,alaska,NA
-120.04919,27.37451,64,15731,alaska,NA
-120.05149,28.79398,64,15836,alaska,NA
-120.05293,24.42239,64,16788,alaska,NA
-120.05597,26.70402,64,15683,alaska,NA
-120.06048,24.35827,64,16786,alaska,NA
-120.06512,28.47634,64,15819,alaska,NA
-120.06518,24.34282,64,16785,alaska,NA
-120.06631,26.7363,64,15684,alaska,NA
-120.06848,26.72921,64,15666,alaska,NA
-120.07004,24.30058,64,16782,alaska,NA
-120.07095,28.76426,64,15835,alaska,NA
-120.07101,24.28652,71,17255,alaska,NA
-120.0716,26.96292,64,15705,alaska,NA
-120.07228,26.40251,64,15651,alaska,NA
-120.07356,24.27799,71,17258,alaska,NA
